status_type,num_reactions,num_comments,num_shares,num_likes,x1,x2,x3,x4
photo,45,14,0,45,22.5,1.75,0,5.625
status,41,19,11,41,20.5,2.375,1.375,5.125
photo,55,10,0,55,27.5,1.25,0,6.875
photo,40,1,0,40,20,0.125,0,5
photo,48,4,0,48,24,0.5,0,6
photo,53,7,0,53,26.5,0.875,0,6.625
photo,5,0,0,5,2.5,0,0,0.625
photo,0,0,0,0,0,0,0,0
photo,74,6,0,74,37,0.75,0,9.25
photo,7,1,2,7,3.5,0.125,0.25,0.875
photo,96,214,0,96,48,26.75,0,12
photo,43,2,0,43,21.5,0.25,0,5.375
photo,13,3,0,13,6.5,0.375,0,1.625
photo,28,3,0,28,14,0.375,0,3.5
photo,34,0,1,34,17,0,0.125,4.25
photo,83,1,0,83,41.5,0.125,0,10.375
photo,7,0,0,7,3.5,0,0,0.875
photo,34,0,0,34,17,0,0,4.25
photo,97,3,0,97,48.5,0.375,0,12.125
photo,24,4,0,24,12,0.5,0,3
photo,106,18,0,106,53,2.25,0,13.25
photo,131,4,0,131,65.5,0.5,0,16.375
photo,132,7,0,132,66,0.875,0,16.5
photo,79,5,0,79,39.5,0.625,0,9.875
photo,71,2,7,71,35.5,0.25,0.875,8.875
photo,55,8,5,55,27.5,1,0.625,6.875
photo,51,9,0,51,25.5,1.125,0,6.375
photo,46,3,1,46,23,0.375,0.125,5.75
photo,5,2,2,5,2.5,0.25,0.25,0.625
photo,52,5,0,52,26,0.625,0,6.5
photo,18,0,0,18,9,0,0,2.25
photo,207,13,0,207,103.5,1.625,0,25.875
photo,105,5,0,105,52.5,0.625,0,13.125
photo,30,0,0,30,15,0,0,3.75
photo,32,0,0,32,16,0,0,4
photo,44,10,0,44,22,1.25,0,5.5
photo,100,28,1,100,50,3.5,0.125,12.5
photo,58,4,0,58,29,0.5,0,7.25
photo,22,1,0,22,11,0.125,0,2.75
photo,26,0,0,26,13,0,0,3.25
photo,45,4,0,45,22.5,0.5,0,5.625
photo,21,0,0,21,10.5,0,0,2.625
photo,75,15,0,75,37.5,1.875,0,9.375
photo,21,0,1,21,10.5,0,0.125,2.625
photo,72,23,0,72,36,2.875,0,9
photo,50,1,0,50,25,0.125,0,6.25
photo,26,6,0,26,13,0.75,0,3.25
photo,46,9,0,46,23,1.125,0,5.75
photo,80,7,0,80,40,0.875,0,10
photo,41,11,0,41,20.5,1.375,0,5.125
photo,69,6,0,69,34.5,0.75,0,8.625
photo,3,2,2,3,1.5,0.25,0.25,0.375
photo,21,4,0,21,10.5,0.5,0,2.625
photo,64,1,0,64,32,0.125,0,8
photo,60,19,0,60,30,2.375,0,7.5
photo,25,3,0,25,12.5,0.375,0,3.125
photo,48,17,0,48,24,2.125,0,6
photo,45,4,0,45,22.5,0.5,0,5.625
photo,2,0,1,2,1,0,0.125,0.25
photo,7,0,1,7,3.5,0,0.125,0.875
photo,61,13,0,61,30.5,1.625,0,7.625
photo,16,9,0,16,8,1.125,0,2
photo,27,3,0,27,13.5,0.375,0,3.375
photo,42,16,11,42,21,2,1.375,5.25
photo,65,0,0,65,32.5,0,0,8.125
photo,44,4,0,44,22,0.5,0,5.5
photo,55,12,0,55,27.5,1.5,0,6.875
photo,59,7,0,59,29.5,0.875,0,7.375
photo,51,6,0,51,25.5,0.75,0,6.375
photo,41,1,0,41,20.5,0.125,0,5.125
photo,12,5,0,12,6,0.625,0,1.5
photo,57,7,0,57,28.5,0.875,0,7.125
photo,55,7,0,55,27.5,0.875,0,6.875
photo,76,4,0,76,38,0.5,0,9.5
photo,103,14,0,103,51.5,1.75,0,12.875
photo,46,2,0,46,23,0.25,0,5.75
photo,74,14,0,74,37,1.75,0,9.25
photo,25,0,0,25,12.5,0,0,3.125
photo,34,0,0,34,17,0,0,4.25
photo,50,1,0,50,25,0.125,0,6.25
photo,47,0,0,47,23.5,0,0,5.875
photo,64,2,0,64,32,0.25,0,8
photo,40,1,0,40,20,0.125,0,5
photo,58,1,0,58,29,0.125,0,7.25
photo,67,3,0,67,33.5,0.375,0,8.375
photo,50,3,0,50,25,0.375,0,6.25
photo,53,1,0,53,26.5,0.125,0,6.625
photo,67,8,0,67,33.5,1,0,8.375
photo,90,12,0,90,45,1.5,0,11.25
photo,60,2,0,60,30,0.25,0,7.5
photo,30,8,0,30,15,1,0,3.75
photo,52,10,0,52,26,1.25,0,6.5
photo,5,0,0,5,2.5,0,0,0.625
photo,56,14,0,56,28,1.75,0,7
photo,26,2,0,26,13,0.25,0,3.25
photo,71,11,0,71,35.5,1.375,0,8.875
photo,53,4,0,53,26.5,0.5,0,6.625
photo,35,2,0,35,17.5,0.25,0,4.375
photo,31,2,0,31,15.5,0.25,0,3.875
photo,45,0,0,45,22.5,0,0,5.625
photo,20,1,0,20,10,0.125,0,2.5
photo,3,2,2,3,1.5,0.25,0.25,0.375
photo,48,0,0,48,24,0,0,6
photo,18,0,0,18,9,0,0,2.25
photo,56,10,0,56,28,1.25,0,7
photo,64,2,1,64,32,0.25,0.125,8
photo,63,0,0,63,31.5,0,0,7.875
photo,40,9,2,40,20,1.125,0.25,5
photo,92,1,0,92,46,0.125,0,11.5
photo,53,0,0,53,26.5,0,0,6.625
photo,33,0,0,33,16.5,0,0,4.125
photo,84,6,0,84,42,0.75,0,10.5
photo,87,11,0,87,43.5,1.375,0,10.875
photo,26,0,0,26,13,0,0,3.25
photo,22,0,0,22,11,0,0,2.75
photo,78,0,5,78,39,0,0.625,9.75
photo,67,6,7,67,33.5,0.75,0.875,8.375
photo,26,1,0,26,13,0.125,0,3.25
photo,14,0,0,14,7,0,0,1.75
photo,18,0,0,18,9,0,0,2.25
photo,24,0,0,24,12,0,0,3
photo,27,0,0,27,13.5,0,0,3.375
photo,30,11,0,30,15,1.375,0,3.75
photo,34,4,0,34,17,0.5,0,4.25
photo,26,1,1,26,13,0.125,0.125,3.25
photo,38,4,0,38,19,0.5,0,4.75
photo,55,5,0,55,27.5,0.625,0,6.875
photo,80,9,0,80,40,1.125,0,10
photo,33,3,0,33,16.5,0.375,0,4.125
photo,44,10,0,44,22,1.25,0,5.5
photo,41,7,0,41,20.5,0.875,0,5.125
photo,30,3,0,30,15,0.375,0,3.75
photo,34,0,0,34,17,0,0,4.25
photo,30,0,0,30,15,0,0,3.75
photo,38,9,0,38,19,1.125,0,4.75
photo,24,4,1,24,12,0.5,0.125,3
photo,37,2,0,37,18.5,0.25,0,4.625
photo,18,3,0,18,9,0.375,0,2.25
photo,55,15,0,55,27.5,1.875,0,6.875
photo,54,3,0,54,27,0.375,0,6.75
photo,67,11,0,67,33.5,1.375,0,8.375
photo,94,18,0,94,47,2.25,0,11.75
photo,41,2,0,41,20.5,0.25,0,5.125
photo,36,2,0,36,18,0.25,0,4.5
photo,65,3,1,65,32.5,0.375,0.125,8.125
photo,90,6,0,90,45,0.75,0,11.25
photo,42,2,0,42,21,0.25,0,5.25
photo,48,4,0,48,24,0.5,0,6
photo,45,10,0,45,22.5,1.25,0,5.625
photo,47,2,0,47,23.5,0.25,0,5.875
photo,31,4,0,31,15.5,0.5,0,3.875
photo,105,23,0,105,52.5,2.875,0,13.125
photo,48,0,0,48,24,0,0,6
photo,37,5,0,37,18.5,0.625,0,4.625
photo,5,2,2,5,2.5,0.25,0.25,0.625
photo,11,0,0,11,5.5,0,0,1.375
photo,27,11,1,27,13.5,1.375,0.125,3.375
photo,2,0,0,2,1,0,0,0.25
photo,43,1,0,43,21.5,0.125,0,5.375
photo,46,4,0,46,23,0.5,0,5.75
photo,53,3,0,53,26.5,0.375,0,6.625
photo,10,1,0,10,5,0.125,0,1.25
photo,22,5,0,22,11,0.625,0,2.75
photo,12,3,1,12,6,0.375,0.125,1.5
photo,50,6,0,50,25,0.75,0,6.25
photo,47,13,0,47,23.5,1.625,0,5.875
photo,14,0,2,14,7,0,0.25,1.75
photo,1,0,0,1,0.5,0,0,0.125
photo,25,18,0,25,12.5,2.25,0,3.125
photo,16,0,0,16,8,0,0,2
photo,46,2,0,46,23,0.25,0,5.75
photo,76,1,0,76,38,0.125,0,9.5
photo,16,0,0,16,8,0,0,2
photo,40,1,0,40,20,0.125,0,5
photo,83,15,0,83,41.5,1.875,0,10.375
photo,89,28,1,89,44.5,3.5,0.125,11.125
photo,30,0,0,30,15,0,0,3.75
photo,12,0,0,12,6,0,0,1.5
photo,52,17,0,52,26,2.125,0,6.5
photo,58,19,0,58,29,2.375,0,7.25
photo,22,4,0,22,11,0.5,0,2.75
photo,6,0,0,6,3,0,0,0.75
photo,30,2,0,30,15,0.25,0,3.75
photo,58,5,0,58,29,0.625,0,7.25
photo,32,4,5,32,16,0.5,0.625,4
photo,48,5,0,48,24,0.625,0,6
photo,43,4,0,43,21.5,0.5,0,5.375
photo,30,0,0,30,15,0,0,3.75
photo,41,3,0,41,20.5,0.375,0,5.125
photo,42,10,0,42,21,1.25,0,5.25
photo,59,6,0,59,29.5,0.75,0,7.375
photo,17,0,0,17,8.5,0,0,2.125
photo,47,0,0,47,23.5,0,0,5.875
photo,14,5,2,14,7,0.625,0.25,1.75
photo,12,1,0,12,6,0.125,0,1.5
status,30,23,4,30,15,2.875,0.5,3.75
photo,25,3,1,25,12.5,0.375,0.125,3.125
photo,0,0,0,0,0,0,0,0
photo,4,1,0,4,2,0.125,0,0.5
photo,3,0,0,3,1.5,0,0,0.375
photo,5,1,1,5,2.5,0.125,0.125,0.625
photo,2,0,0,2,1,0,0,0.25
photo,11,6,0,11,5.5,0.75,0,1.375
photo,38,10,0,38,19,1.25,0,4.75
photo,13,0,0,13,6.5,0,0,1.625
photo,19,0,0,19,9.5,0,0,2.375
photo,15,1,0,15,7.5,0.125,0,1.875
photo,21,4,0,21,10.5,0.5,0,2.625
photo,42,2,0,42,21,0.25,0,5.25
photo,12,0,0,12,6,0,0,1.5
photo,19,4,0,19,9.5,0.5,0,2.375
photo,24,2,0,24,12,0.25,0,3
photo,32,1,0,32,16,0.125,0,4
photo,15,8,0,15,7.5,1,0,1.875
photo,22,4,0,22,11,0.5,0,2.75
photo,33,8,0,33,16.5,1,0,4.125
photo,11,6,0,11,5.5,0.75,0,1.375
photo,47,6,0,47,23.5,0.75,0,5.875
photo,41,7,0,41,20.5,0.875,0,5.125
photo,29,4,0,29,14.5,0.5,0,3.625
photo,48,7,0,48,24,0.875,0,6
photo,13,8,0,13,6.5,1,0,1.625
photo,32,2,0,32,16,0.25,0,4
photo,42,8,0,42,21,1,0,5.25
photo,26,5,0,26,13,0.625,0,3.25
photo,67,25,0,67,33.5,3.125,0,8.375
photo,23,4,0,23,11.5,0.5,0,2.875
photo,33,4,0,33,16.5,0.5,0,4.125
photo,25,3,0,25,12.5,0.375,0,3.125
photo,22,4,0,22,11,0.5,0,2.75
photo,26,0,0,26,13,0,0,3.25
photo,38,10,0,38,19,1.25,0,4.75
photo,50,19,0,50,25,2.375,0,6.25
photo,29,1,0,29,14.5,0.125,0,3.625
photo,26,0,0,26,13,0,0,3.25
photo,25,1,0,25,12.5,0.125,0,3.125
photo,15,0,0,15,7.5,0,0,1.875
photo,18,0,0,18,9,0,0,2.25
photo,28,4,0,28,14,0.5,0,3.5
photo,14,23,0,14,7,2.875,0,1.75
photo,20,2,0,20,10,0.25,0,2.5
photo,17,21,0,17,8.5,2.625,0,2.125
photo,34,0,0,34,17,0,0,4.25
photo,17,11,0,17,8.5,1.375,0,2.125
photo,40,6,0,40,20,0.75,0,5
photo,21,5,0,21,10.5,0.625,0,2.625
photo,14,4,0,14,7,0.5,0,1.75
photo,43,17,1,43,21.5,2.125,0.125,5.375
photo,27,5,0,27,13.5,0.625,0,3.375
photo,35,22,0,35,17.5,2.75,0,4.375
photo,24,1,0,24,12,0.125,0,3
photo,30,4,0,30,15,0.5,0,3.75
photo,21,2,0,21,10.5,0.25,0,2.625
photo,41,7,0,41,20.5,0.875,0,5.125
photo,15,1,0,15,7.5,0.125,0,1.875
photo,27,6,0,27,13.5,0.75,0,3.375
photo,22,3,0,22,11,0.375,0,2.75
photo,36,13,0,36,18,1.625,0,4.5
photo,10,18,0,10,5,2.25,0,1.25
photo,24,5,0,24,12,0.625,0,3
photo,19,1,0,19,9.5,0.125,0,2.375
photo,63,25,0,63,31.5,3.125,0,7.875
photo,47,15,0,47,23.5,1.875,0,5.875
photo,57,11,0,57,28.5,1.375,0,7.125
photo,14,4,0,14,7,0.5,0,1.75
photo,35,5,0,35,17.5,0.625,0,4.375
photo,12,0,2,12,6,0,0.25,1.5
photo,15,3,0,15,7.5,0.375,0,1.875
photo,31,15,0,31,15.5,1.875,0,3.875
photo,45,5,0,45,22.5,0.625,0,5.625
photo,35,24,0,35,17.5,3,0,4.375
photo,38,30,0,38,19,3.75,0,4.75
photo,26,11,0,26,13,1.375,0,3.25
photo,35,11,0,35,17.5,1.375,0,4.375
photo,53,36,0,53,26.5,4.5,0,6.625
photo,26,0,0,26,13,0,0,3.25
photo,16,0,0,16,8,0,0,2
photo,28,7,0,28,14,0.875,0,3.5
photo,16,1,1,16,8,0.125,0.125,2
photo,26,16,0,26,13,2,0,3.25
photo,26,11,0,26,13,1.375,0,3.25
photo,27,14,0,27,13.5,1.75,0,3.375
photo,33,6,0,33,16.5,0.75,0,4.125
photo,27,8,0,27,13.5,1,0,3.375
photo,37,10,0,37,18.5,1.25,0,4.625
photo,23,5,1,23,11.5,0.625,0.125,2.875
photo,13,0,0,13,6.5,0,0,1.625
photo,17,8,0,17,8.5,1,0,2.125
photo,30,0,0,30,15,0,0,3.75
photo,18,13,0,18,9,1.625,0,2.25
photo,30,9,0,30,15,1.125,0,3.75
photo,26,7,0,26,13,0.875,0,3.25
photo,16,9,0,16,8,1.125,0,2
photo,47,5,0,47,23.5,0.625,0,5.875
photo,16,7,0,16,8,0.875,0,2
photo,13,9,1,13,6.5,1.125,0.125,1.625
photo,32,13,1,32,16,1.625,0.125,4
photo,21,11,0,21,10.5,1.375,0,2.625
photo,24,8,0,24,12,1,0,3
photo,22,4,0,22,11,0.5,0,2.75
photo,14,2,0,14,7,0.25,0,1.75
photo,24,12,3,24,12,1.5,0.375,3
photo,24,1,0,24,12,0.125,0,3
photo,18,20,0,18,9,2.5,0,2.25
photo,14,2,0,14,7,0.25,0,1.75
photo,17,4,0,17,8.5,0.5,0,2.125
photo,14,0,0,14,7,0,0,1.75
photo,16,0,0,16,8,0,0,2
photo,15,0,0,15,7.5,0,0,1.875
photo,11,1,0,11,5.5,0.125,0,1.375
photo,15,0,1,15,7.5,0,0.125,1.875
photo,15,1,0,15,7.5,0.125,0,1.875
photo,16,8,0,16,8,1,0,2
photo,14,0,0,14,7,0,0,1.75
photo,17,0,0,17,8.5,0,0,2.125
photo,0,0,1,0,0,0,0.125,0
photo,32,2,0,32,16,0.25,0,4
photo,29,7,5,29,14.5,0.875,0.625,3.625
photo,19,12,0,19,9.5,1.5,0,2.375
photo,49,5,0,49,24.5,0.625,0,6.125
photo,62,25,1,62,31,3.125,0.125,7.75
photo,9,11,0,9,4.5,1.375,0,1.125
photo,33,7,0,33,16.5,0.875,0,4.125
photo,40,28,0,40,20,3.5,0,5
photo,46,31,0,46,23,3.875,0,5.75
photo,31,11,0,31,15.5,1.375,0,3.875
photo,15,0,0,15,7.5,0,0,1.875
photo,40,17,0,40,20,2.125,0,5
photo,20,5,0,20,10,0.625,0,2.5
photo,32,9,1,32,16,1.125,0.125,4
photo,34,11,1,34,17,1.375,0.125,4.25
photo,14,0,0,14,7,0,0,1.75
photo,16,10,2,16,8,1.25,0.25,2
photo,5,0,1,5,2.5,0,0.125,0.625
photo,21,0,0,21,10.5,0,0,2.625
photo,18,1,0,18,9,0.125,0,2.25
photo,14,6,0,14,7,0.75,0,1.75
photo,23,0,0,23,11.5,0,0,2.875
photo,20,22,0,20,10,2.75,0,2.5
photo,24,24,0,24,12,3,0,3
photo,24,30,0,24,12,3.75,0,3
photo,19,25,0,19,9.5,3.125,0,2.375
photo,4,0,0,4,2,0,0,0.5
photo,35,7,0,35,17.5,0.875,0,4.375
photo,15,4,0,15,7.5,0.5,0,1.875
photo,16,2,0,16,8,0.25,0,2
photo,20,6,0,20,10,0.75,0,2.5
photo,15,18,0,15,7.5,2.25,0,1.875
photo,23,4,0,23,11.5,0.5,0,2.875
photo,18,0,0,18,9,0,0,2.25
photo,16,4,0,16,8,0.5,0,2
photo,17,1,0,17,8.5,0.125,0,2.125
photo,15,11,0,15,7.5,1.375,0,1.875
photo,27,1,0,27,13.5,0.125,0,3.375
photo,25,6,0,25,12.5,0.75,0,3.125
photo,24,8,0,24,12,1,0,3
photo,14,0,1,14,7,0,0.125,1.75
photo,22,3,0,22,11,0.375,0,2.75
photo,15,3,0,15,7.5,0.375,0,1.875
photo,34,44,0,34,17,5.5,0,4.25
photo,14,3,9,14,7,0.375,1.125,1.75
photo,18,2,0,18,9,0.25,0,2.25
photo,13,3,0,13,6.5,0.375,0,1.625
photo,14,1,0,14,7,0.125,0,1.75
photo,30,0,1,30,15,0,0.125,3.75
photo,30,8,0,30,15,1,0,3.75
photo,18,3,0,18,9,0.375,0,2.25
photo,24,2,0,24,12,0.25,0,3
photo,21,0,0,21,10.5,0,0,2.625
photo,8,16,0,8,4,2,0,1
photo,23,3,0,23,11.5,0.375,0,2.875
photo,27,2,0,27,13.5,0.25,0,3.375
photo,9,10,0,9,4.5,1.25,0,1.125
photo,12,0,0,12,6,0,0,1.5
photo,22,1,0,22,11,0.125,0,2.75
photo,18,6,0,18,9,0.75,0,2.25
photo,17,6,0,17,8.5,0.75,0,2.125
photo,18,0,0,18,9,0,0,2.25
photo,16,2,0,16,8,0.25,0,2
photo,16,0,0,16,8,0,0,2
photo,13,2,2,13,6.5,0.25,0.25,1.625
photo,19,3,0,19,9.5,0.375,0,2.375
photo,2,0,0,2,1,0,0,0.25
photo,17,1,0,17,8.5,0.125,0,2.125
photo,14,1,0,14,7,0.125,0,1.75
photo,2,0,0,2,1,0,0,0.25
photo,13,2,0,13,6.5,0.25,0,1.625
photo,1,0,0,1,0.5,0,0,0.125
photo,18,3,0,18,9,0.375,0,2.25
photo,23,7,0,23,11.5,0.875,0,2.875
photo,17,1,0,17,8.5,0.125,0,2.125
photo,17,6,0,17,8.5,0.75,0,2.125
photo,14,1,0,14,7,0.125,0,1.75
photo,1,0,1,1,0.5,0,0.125,0.125
photo,10,1,0,10,5,0.125,0,1.25
photo,13,12,0,13,6.5,1.5,0,1.625
photo,35,25,0,35,17.5,3.125,0,4.375
photo,4,0,0,4,2,0,0,0.5
photo,15,12,0,15,7.5,1.5,0,1.875
photo,11,6,0,11,5.5,0.75,0,1.375
photo,8,15,0,8,4,1.875,0,1
photo,11,3,0,11,5.5,0.375,0,1.375
photo,22,6,0,22,11,0.75,0,2.75
photo,10,6,0,10,5,0.75,0,1.25
photo,11,6,0,11,5.5,0.75,0,1.375
photo,14,23,0,14,7,2.875,0,1.75
photo,21,5,0,21,10.5,0.625,0,2.625
photo,26,4,0,26,13,0.5,0,3.25
photo,25,9,1,25,12.5,1.125,0.125,3.125
photo,10,11,0,10,5,1.375,0,1.25
photo,11,2,0,11,5.5,0.25,0,1.375
photo,22,7,0,22,11,0.875,0,2.75
photo,11,1,1,11,5.5,0.125,0.125,1.375
photo,14,2,1,14,7,0.25,0.125,1.75
photo,33,17,0,33,16.5,2.125,0,4.125
photo,19,7,0,19,9.5,0.875,0,2.375
photo,27,2,0,27,13.5,0.25,0,3.375
photo,20,16,0,20,10,2,0,2.5
photo,27,13,0,27,13.5,1.625,0,3.375
photo,19,18,0,19,9.5,2.25,0,2.375
photo,10,9,0,10,5,1.125,0,1.25
photo,27,18,1,27,13.5,2.25,0.125,3.375
photo,87,28,0,87,43.5,3.5,0,10.875
photo,24,7,0,24,12,0.875,0,3
photo,16,4,0,16,8,0.5,0,2
photo,12,0,0,12,6,0,0,1.5
photo,16,5,0,16,8,0.625,0,2
photo,21,8,0,21,10.5,1,0,2.625
photo,28,1,1,28,14,0.125,0.125,3.5
photo,20,0,0,20,10,0,0,2.5
photo,15,3,0,15,7.5,0.375,0,1.875
photo,36,5,0,36,18,0.625,0,4.5
photo,23,0,0,23,11.5,0,0,2.875
photo,31,12,0,31,15.5,1.5,0,3.875
photo,19,0,0,19,9.5,0,0,2.375
photo,16,4,0,16,8,0.5,0,2
photo,30,11,0,30,15,1.375,0,3.75
photo,22,2,0,22,11,0.25,0,2.75
photo,14,1,2,14,7,0.125,0.25,1.75
photo,11,7,0,11,5.5,0.875,0,1.375
photo,21,4,0,21,10.5,0.5,0,2.625
photo,30,12,0,30,15,1.5,0,3.75
photo,37,13,0,37,18.5,1.625,0,4.625
photo,10,5,0,10,5,0.625,0,1.25
photo,21,6,0,21,10.5,0.75,0,2.625
photo,15,1,0,15,7.5,0.125,0,1.875
photo,19,3,0,19,9.5,0.375,0,2.375
photo,14,1,0,14,7,0.125,0,1.75
photo,14,8,0,14,7,1,0,1.75
photo,12,0,0,12,6,0,0,1.5
photo,14,12,0,14,7,1.5,0,1.75
photo,16,3,0,16,8,0.375,0,2
photo,16,0,0,16,8,0,0,2
photo,20,3,0,20,10,0.375,0,2.5
photo,30,10,0,30,15,1.25,0,3.75
photo,14,8,0,14,7,1,0,1.75
photo,35,10,0,35,17.5,1.25,0,4.375
photo,21,4,0,21,10.5,0.5,0,2.625
photo,20,7,0,20,10,0.875,0,2.5
photo,22,10,13,22,11,1.25,1.625,2.75
photo,32,14,0,32,16,1.75,0,4
photo,12,6,0,12,6,0.75,0,1.5
photo,11,6,0,11,5.5,0.75,0,1.375
photo,12,0,0,12,6,0,0,1.5
photo,12,0,0,12,6,0,0,1.5
photo,16,1,0,16,8,0.125,0,2
photo,21,5,1,21,10.5,0.625,0.125,2.625
photo,14,2,0,14,7,0.25,0,1.75
photo,16,3,0,16,8,0.375,0,2
photo,14,0,0,14,7,0,0,1.75
photo,22,12,0,22,11,1.5,0,2.75
photo,18,0,0,18,9,0,0,2.25
photo,25,10,0,25,12.5,1.25,0,3.125
photo,22,28,0,22,11,3.5,0,2.75
photo,9,6,0,9,4.5,0.75,0,1.125
photo,16,3,0,16,8,0.375,0,2
photo,16,7,0,16,8,0.875,0,2
photo,25,5,0,25,12.5,0.625,0,3.125
photo,12,5,0,12,6,0.625,0,1.5
photo,18,2,0,18,9,0.25,0,2.25
photo,19,12,0,19,9.5,1.5,0,2.375
photo,25,0,0,25,12.5,0,0,3.125
photo,23,11,0,23,11.5,1.375,0,2.875
photo,14,3,0,14,7,0.375,0,1.75
photo,24,3,0,24,12,0.375,0,3
photo,36,8,0,36,18,1,0,4.5
photo,22,6,0,22,11,0.75,0,2.75
photo,28,6,0,28,14,0.75,0,3.5
photo,15,10,0,15,7.5,1.25,0,1.875
photo,22,5,0,22,11,0.625,0,2.75
photo,21,1,0,21,10.5,0.125,0,2.625
photo,32,7,0,32,16,0.875,0,4
photo,19,1,3,19,9.5,0.125,0.375,2.375
photo,12,5,0,12,6,0.625,0,1.5
photo,12,3,0,12,6,0.375,0,1.5
photo,22,11,0,22,11,1.375,0,2.75
photo,17,2,0,17,8.5,0.25,0,2.125
photo,13,0,0,13,6.5,0,0,1.625
photo,24,2,2,24,12,0.25,0.25,3
photo,16,10,0,16,8,1.25,0,2
photo,19,17,1,19,9.5,2.125,0.125,2.375
photo,31,13,0,31,15.5,1.625,0,3.875
photo,11,4,0,11,5.5,0.5,0,1.375
photo,21,0,0,21,10.5,0,0,2.625
photo,17,5,0,17,8.5,0.625,0,2.125
photo,23,0,0,23,11.5,0,0,2.875
photo,17,2,2,17,8.5,0.25,0.25,2.125
photo,23,2,2,23,11.5,0.25,0.25,2.875
photo,16,3,0,16,8,0.375,0,2
photo,22,4,0,22,11,0.5,0,2.75
photo,14,7,0,14,7,0.875,0,1.75
photo,25,2,0,25,12.5,0.25,0,3.125
photo,19,6,0,19,9.5,0.75,0,2.375
photo,11,4,0,11,5.5,0.5,0,1.375
photo,21,12,0,21,10.5,1.5,0,2.625
photo,12,2,0,12,6,0.25,0,1.5
photo,12,14,0,12,6,1.75,0,1.5
photo,12,0,0,12,6,0,0,1.5
photo,36,5,0,36,18,0.625,0,4.5
photo,12,1,0,12,6,0.125,0,1.5
photo,11,0,0,11,5.5,0,0,1.375
photo,38,10,0,38,19,1.25,0,4.75
photo,37,8,0,37,18.5,1,0,4.625
photo,49,10,0,49,24.5,1.25,0,6.125
photo,11,1,0,11,5.5,0.125,0,1.375
photo,10,5,0,10,5,0.625,0,1.25
photo,9,4,0,9,4.5,0.5,0,1.125
photo,13,4,0,13,6.5,0.5,0,1.625
photo,18,4,0,18,9,0.5,0,2.25
photo,15,0,0,15,7.5,0,0,1.875
photo,14,0,0,14,7,0,0,1.75
photo,21,1,0,21,10.5,0.125,0,2.625
photo,14,3,0,14,7,0.375,0,1.75
photo,16,3,0,16,8,0.375,0,2
photo,12,4,0,12,6,0.5,0,1.5
photo,12,2,0,12,6,0.25,0,1.5
photo,23,5,0,23,11.5,0.625,0,2.875
photo,35,9,1,35,17.5,1.125,0.125,4.375
photo,18,4,0,18,9,0.5,0,2.25
photo,12,1,0,12,6,0.125,0,1.5
photo,25,1,0,25,12.5,0.125,0,3.125
photo,19,10,0,19,9.5,1.25,0,2.375
photo,13,5,0,13,6.5,0.625,0,1.625
photo,14,11,0,14,7,1.375,0,1.75
photo,36,13,0,36,18,1.625,0,4.5
photo,37,13,0,37,18.5,1.625,0,4.625
photo,16,8,0,16,8,1,0,2
photo,25,15,0,25,12.5,1.875,0,3.125
photo,28,4,0,28,14,0.5,0,3.5
photo,26,3,0,26,13,0.375,0,3.25
photo,32,6,0,32,16,0.75,0,4
photo,35,12,0,35,17.5,1.5,0,4.375
photo,26,2,0,26,13,0.25,0,3.25
photo,21,3,0,21,10.5,0.375,0,2.625
photo,34,12,0,34,17,1.5,0,4.25
photo,10,7,0,10,5,0.875,0,1.25
photo,20,10,0,20,10,1.25,0,2.5
photo,25,6,0,25,12.5,0.75,0,3.125
photo,39,6,0,39,19.5,0.75,0,4.875
photo,17,3,0,17,8.5,0.375,0,2.125
photo,26,11,0,26,13,1.375,0,3.25
photo,17,3,0,17,8.5,0.375,0,2.125
photo,38,12,0,38,19,1.5,0,4.75
photo,18,2,0,18,9,0.25,0,2.25
photo,24,10,0,24,12,1.25,0,3
photo,45,18,0,45,22.5,2.25,0,5.625
photo,15,0,0,15,7.5,0,0,1.875
photo,12,0,0,12,6,0,0,1.5
photo,20,3,0,20,10,0.375,0,2.5
photo,37,22,0,37,18.5,2.75,0,4.625
photo,12,0,0,12,6,0,0,1.5
photo,26,1,0,26,13,0.125,0,3.25
photo,18,9,0,18,9,1.125,0,2.25
photo,10,13,0,10,5,1.625,0,1.25
photo,12,15,0,12,6,1.875,0,1.5
photo,16,5,1,16,8,0.625,0.125,2
photo,25,21,0,25,12.5,2.625,0,3.125
photo,9,17,0,9,4.5,2.125,0,1.125
photo,13,0,0,13,6.5,0,0,1.625
photo,13,9,0,13,6.5,1.125,0,1.625
photo,15,3,0,15,7.5,0.375,0,1.875
photo,12,27,0,12,6,3.375,0,1.5
photo,14,8,2,14,7,1,0.25,1.75
photo,21,12,1,21,10.5,1.5,0.125,2.625
photo,21,14,0,21,10.5,1.75,0,2.625
photo,28,5,0,28,14,0.625,0,3.5
photo,14,0,1,14,7,0,0.125,1.75
photo,19,2,0,19,9.5,0.25,0,2.375
photo,13,0,1,13,6.5,0,0.125,1.625
photo,15,2,0,15,7.5,0.25,0,1.875
photo,23,1,0,23,11.5,0.125,0,2.875
photo,31,16,0,31,15.5,2,0,3.875
photo,14,0,0,14,7,0,0,1.75
photo,5,18,0,5,2.5,2.25,0,0.625
photo,21,3,0,21,10.5,0.375,0,2.625
photo,15,0,0,15,7.5,0,0,1.875
